,Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death,lat,lon
702,0,Sri Lanka,20/1/28 18:00,1,0,0,0,7.873054,80.771797
703,New South Wales,Australia,20/1/28 18:00,4,0,0,0,-31.2532183,146.921099
704,Victoria,Australia,20/1/28 18:00,1,0,0,0,-37.4713077,144.7851531
705,Bavaria,Germany,20/1/28 18:00,4,0,0,0,48.7904472,11.4978895
706,Hubei,China,20/1/28 13:00,2714,0,52,100,30.7378118,112.2384017
707,Guangdong,China,20/1/28 13:00,207,0,4,0,23.3790333,113.7632828
708,Zhejiang,China,20/1/28 13:00,173,0,3,0,29.1416432,119.7889248
709,Henan,China,20/1/28 13:00,168,0,0,1,34.2904302,113.3823545
710,Hunan,China,20/1/28 13:00,143,0,0,0,27.6252995,111.8568586
711,Chongqing,China,20/1/28 13:00,132,0,0,0,29.4315861,106.912251
712,Anhui,China,20/1/28 13:00,106,0,0,0,30.6006773,117.9249002
713,Shandong,China,20/1/28 13:00,95,0,0,0,35.8939566,117.9249002
714,Beijing,China,20/1/28 13:00,91,0,4,1,39.9041999,116.4073963
715,Sichuan,China,20/1/28 13:00,90,0,0,0,30.2638032,102.8054753
716,Fujian,China,20/1/28 13:00,80,0,0,0,26.4836842,117.9249002
717,Jiangxi,China,20/1/28 13:00,72,0,3,0,27.0874564,114.9042208
718,Jiangsu,China,20/1/28 13:00,70,0,1,0,33.1401715,119.7889248
719,Shanghai,China,20/1/28 13:00,66,0,4,1,31.230416,121.473701
720,Guangxi,China,20/1/28 13:00,51,0,2,0,23.7247599,108.8076195
721,Shaanxi,China,20/1/28 13:00,46,0,0,0,35.3939908,109.1880047
722,Yunnan,China,20/1/28 13:00,44,0,0,0,24.4752847,101.3431058
723,Hainan,China,20/1/28 13:00,40,0,0,1,19.5663947,109.949686
724,Liaoning,China,20/1/28 13:00,34,0,0,0,41.9436543,122.5290376
725,Heilongjiang,China,20/1/28 13:00,33,0,0,1,47.1216472,128.738231
726,Hebei,China,20/1/28 13:00,33,0,0,1,37.8956594,114.9042208
727,Tianjin,China,20/1/28 13:00,24,0,0,0,39.3433574,117.3616476
728,Shanxi,China,20/1/28 13:00,20,0,0,0,37.2425649,111.8568586
729,Gansu,China,20/1/28 13:00,19,0,0,0,35.7518326,104.2861116
730,Inner Mongolia,China,20/1/28 13:00,15,0,0,0,43.37822,115.0594815
731,Ningxia,China,20/1/28 13:00,11,0,0,0,37.198731,106.1580937
732,Xinjiang,China,20/1/28 13:00,10,0,0,0,42.5246357,87.5395855
733,Guizhou,China,20/1/28 13:00,9,0,0,0,26.8429645,107.2902839
734,Jilin,China,20/1/28 13:00,8,0,0,0,43.1520105,126.4371385
735,Taiwan,Taiwan,20/1/28 13:00,8,0,0,0,23.69781,120.960515
736,Hong Kong,Hong Kong,20/1/28 13:00,8,0,0,0,22.3193039,114.1693611
737,Macau,Macau,20/1/28 13:00,7,0,0,0,22.198745,113.543873
738,Qinghai,China,20/1/28 13:00,6,0,0,0,35.744798,96.4077358
739,Washington,United States,20/1/28 13:00,1,0,0,0,47.7510741,-120.7401385
740,Illinois,United States,20/1/28 13:00,1,0,0,0,40.6331249,-89.3985283
741,California,United States,20/1/28 13:00,2,0,0,0,36.778261,-119.4179324
742,Arizona,United States,20/1/28 13:00,1,0,0,0,34.0489281,-111.0937311
743,0,Japan,20/1/28 13:00,7,0,1,0,36.204824,138.252924
744,0,Thailand,20/1/28 13:00,14,0,5,0,15.870032,100.992541
745,0,South Korea,20/1/28 13:00,4,0,0,0,35.907757,127.766922
746,0,Singapore,20/1/28 13:00,7,0,0,0,1.352083,103.819836
747,0,Vietnam,20/1/28 13:00,2,0,0,0,14.058324,108.277199
748,0,France,20/1/28 13:00,3,0,0,0,46.227638,2.213749
749,0,Nepal,20/1/28 13:00,1,0,0,0,28.394857,84.124008
750,0,Malaysia,20/1/28 13:00,4,0,0,0,4.210484,101.975766
751,Ontario,Canada,20/1/28 13:00,2,0,0,0,51.253775,-85.323214
752,0,Cambodia,20/1/28 13:00,1,0,0,0,12.565679,104.990963
753,0,Sri Lanka,20/1/28 13:00,1,0,0,0,7.873054,80.771797
754,New South Wales,Australia,20/1/28 13:00,4,0,0,0,-31.2532183,146.921099
755,Victoria,Australia,20/1/28 13:00,1,0,0,0,-37.4713077,144.7851531
756,Bavaria,Germany,20/1/28 13:00,1,0,0,0,48.7904472,11.4978895
757,Hubei,China,20/1/27 20:30,2714,0,47,100,30.7378118,112.2384017
758,Zhejiang,China,20/1/27 20:30,173,0,1,0,29.1416432,119.7889248
759,Henan,China,20/1/27 20:30,168,0,0,1,34.2904302,113.3823545
760,Guangdong,China,20/1/27 20:30,151,0,4,0,23.3790333,113.7632828
761,Chongqing,China,20/1/27 20:30,132,0,0,0,29.4315861,106.912251
762,Anhui,China,20/1/27 20:30,106,0,0,0,30.6006773,117.9249002
763,Hunan,China,20/1/27 20:30,100,0,0,0,27.6252995,111.8568586
764,Sichuan,China,20/1/27 20:30,90,0,0,0,30.2638032,102.8054753
765,Shandong,China,20/1/27 20:30,87,0,0,1,35.8939566,117.9249002
766,Beijing,China,20/1/27 20:30,80,0,2,1,39.9041999,116.4073963
767,Jiangxi,China,20/1/27 20:30,72,0,2,0,27.0874564,114.9042208
768,Jiangsu,China,20/1/27 20:30,70,0,1,0,33.1401715,119.7889248
769,Shanghai,China,20/1/27 20:30,66,0,3,1,31.230416,121.473701
770,Fujian,China,20/1/27 20:30,59,0,0,0,26.4836842,117.9249002
771,Guangxi,China,20/1/27 20:30,51,0,0,0,23.7247599,108.8076195
772,Shaanxi,China,20/1/27 20:30,35,0,0,0,35.3939908,109.1880047
773,Hainan,China,20/1/27 20:30,33,0,0,1,19.5663947,109.949686
774,Hebei,China,20/1/27 20:30,33,0,0,1,37.8956594,114.9042208
775,Heilongjiang,China,20/1/27 20:30,30,0,0,1,47.1216472,128.738231
776,Liaoning,China,20/1/27 20:30,27,0,0,0,41.9436543,122.5290376
777,Yunnan,China,20/1/27 20:30,26,0,0,0,24.4752847,101.3431058
778,Tianjin,China,20/1/27 20:30,23,0,0,0,39.3433574,117.3616476
779,Shanxi,China,20/1/27 20:30,20,0,0,0,37.2425649,111.8568586
780,Gansu,China,20/1/27 20:30,19,0,0,0,35.7518326,104.2861116
781,Inner Mongolia,China,20/1/27 20:30,11,0,0,0,43.37822,115.0594815
782,Guizhou,China,20/1/27 20:30,9,0,0,0,26.8429645,107.2902839
783,Hong Kong,Hong Kong,20/1/27 20:30,8,0,0,0,22.3193039,114.1693611
784,Ningxia,China,20/1/27 20:30,7,0,0,0,37.198731,106.1580937
785,Jilin,China,20/1/27 20:30,6,0,0,0,43.1520105,126.4371385
786,Macau,Macau,20/1/27 20:30,6,0,0,0,22.198745,113.543873
787,Qinghai,China,20/1/27 20:30,6,0,0,0,35.744798,96.4077358
788,Taiwan,Taiwan,20/1/27 20:30,5,0,0,0,23.69781,120.960515
789,Xinjiang,China,20/1/27 20:30,5,0,0,0,42.5246357,87.5395855
790,Washington,United States,20/1/27 20:30,1,0,0,0,47.7510741,-120.7401385
791,Illinois,United States,20/1/27 20:30,1,0,0,0,40.6331249,-89.3985283
792,California,United States,20/1/27 20:30,2,0,0,0,36.778261,-119.4179324
793,Arizona,United States,20/1/27 20:30,1,0,0,0,34.0489281,-111.0937311
794,0,Japan,20/1/27 20:30,4,0,1,0,36.204824,138.252924
795,0,Thailand,20/1/27 20:30,8,0,2,0,15.870032,100.992541
796,0,South Korea,20/1/27 20:30,4,0,0,0,35.907757,127.766922
797,0,Singapore,20/1/27 20:30,5,0,0,0,1.352083,103.819836
798,0,Vietnam,20/1/27 20:30,2,0,0,0,14.058324,108.277199
799,0,France,20/1/27 20:30,3,0,0,0,46.227638,2.213749
800,0,Nepal,20/1/27 20:30,1,0,0,0,28.394857,84.124008
801,0,Malaysia,20/1/27 20:30,4,0,0,0,4.210484,101.975766
802,Ontario,Canada,20/1/27 20:30,1,0,0,0,51.253775,-85.323214
803,0,Cambodia,20/1/27 20:30,1,0,0,0,12.565679,104.990963
804,0,Sri Lanka,20/1/27 20:30,1,0,0,0,7.873054,80.771797
805,0,Ivory Coast,20/1/27 20:30,0,0,0,0,7.539989,-5.54708
806,New South Wales,Australia,20/1/27 20:30,4,0,0,0,-31.2532183,146.921099
807,Victoria,Australia,20/1/27 20:30,1,0,0,0,-37.4713077,144.7851531
808,Bavaria,Germany,20/1/27 20:30,1,0,0,0,48.7904472,11.4978895
809,Hubei,China,20/1/27 19:00,1423,0,45,76,30.7378118,112.2384017
810,Guangdong,China,20/1/27 19:00,151,0,4,0,23.3790333,113.7632828
811,Zhejiang,China,20/1/27 19:00,128,0,1,0,29.1416432,119.7889248
812,Henan,China,20/1/27 19:00,128,0,0,1,34.2904302,113.3823545
813,Chongqing,China,20/1/27 19:00,110,0,0,0,29.4315861,106.912251
814,Hunan,China,20/1/27 19:00,100,0,0,0,27.6252995,111.8568586
815,Beijing,China,20/1/27 19:00,80,0,2,1,39.9041999,116.4073963
816,Shandong,China,20/1/27 19:00,75,0,0,0,35.8939566,117.9249002
817,Jiangxi,China,20/1/27 19:00,72,0,2,0,27.0874564,114.9042208
818,Anhui,China,20/1/27 19:00,70,0,0,0,30.6006773,117.9249002
819,Sichuan,China,20/1/27 19:00,69,0,0,0,30.2638032,102.8054753
820,Fujian,China,20/1/27 19:00,59,0,0,0,26.4836842,117.9249002
821,Shanghai,China,20/1/27 19:00,53,0,3,1,31.230416,121.473701
822,Jiangsu,China,20/1/27 19:00,47,0,1,0,33.1401715,119.7889248
823,Guangxi,China,20/1/27 19:00,46,0,0,0,23.7247599,108.8076195
824,Shaanxi,China,20/1/27 19:00,35,0,0,0,35.3939908,109.1880047
825,Hainan,China,20/1/27 19:00,33,0,0,1,19.5663947,109.949686
826,Liaoning,China,20/1/27 19:00,27,0,0,0,41.9436543,122.5290376
827,Yunnan,China,20/1/27 19:00,26,0,0,0,24.4752847,101.3431058
828,Tianjin,China,20/1/27 19:00,23,0,0,0,39.3433574,117.3616476
829,Heilongjiang,China,20/1/27 19:00,21,0,0,1,47.1216472,128.738231
830,Hebei,China,20/1/27 19:00,18,0,0,1,37.8956594,114.9042208
831,Gansu,China,20/1/27 19:00,14,0,0,0,35.7518326,104.2861116
832,Shanxi,China,20/1/27 19:00,13,0,0,0,37.2425649,111.8568586
833,Inner Mongolia,China,20/1/27 19:00,11,0,0,0,43.37822,115.0594815
834,Hong Kong,Hong Kong,20/1/27 19:00,8,0,0,0,22.3193039,114.1693611
835,Guizhou,China,20/1/27 19:00,7,0,0,0,26.8429645,107.2902839
836,Ningxia,China,20/1/27 19:00,7,0,0,0,37.198731,106.1580937
837,Jilin,China,20/1/27 19:00,6,0,0,0,43.1520105,126.4371385
838,Macau,Macau,20/1/27 19:00,6,0,0,0,22.198745,113.543873
839,Qinghai,China,20/1/27 19:00,6,0,0,0,35.744798,96.4077358
840,Taiwan,Taiwan,20/1/27 19:00,5,0,0,0,23.69781,120.960515
841,Xinjiang,China,20/1/27 19:00,5,0,0,0,42.5246357,87.5395855
842,Washington,United States,20/1/27 19:00,1,0,0,0,47.7510741,-120.7401385
843,Illinois,United States,20/1/27 19:00,1,0,0,0,40.6331249,-89.3985283
844,California,United States,20/1/27 19:00,2,0,0,0,36.778261,-119.4179324
845,Arizona,United States,20/1/27 19:00,1,0,0,0,34.0489281,-111.0937311
846,0,Japan,20/1/27 19:00,4,0,1,0,36.204824,138.252924
847,0,Thailand,20/1/27 19:00,8,0,2,0,15.870032,100.992541
848,0,South Korea,20/1/27 19:00,4,0,0,0,35.907757,127.766922
849,0,Singapore,20/1/27 19:00,5,0,0,0,1.352083,103.819836
850,0,Vietnam,20/1/27 19:00,2,0,0,0,14.058324,108.277199
851,0,France,20/1/27 19:00,3,0,0,0,46.227638,2.213749
852,0,Nepal,20/1/27 19:00,1,0,0,0,28.394857,84.124008
853,0,Malaysia,20/1/27 19:00,4,0,0,0,4.210484,101.975766
854,Ontario,Canada,20/1/27 19:00,1,0,0,0,51.253775,-85.323214
855,0,Cambodia,20/1/27 19:00,1,0,0,0,12.565679,104.990963
856,0,Sri Lanka,20/1/27 19:00,1,0,0,0,7.873054,80.771797
857,0,Ivory Coast,20/1/27 19:00,1,0,0,0,7.539989,-5.54708
858,New South Wales,Australia,20/1/27 19:00,4,0,0,0,-31.2532183,146.921099
859,Victoria,Australia,20/1/27 19:00,1,0,0,0,-37.4713077,144.7851531
860,Hubei,China,20/1/27 09:00,1423,0,45,76,30.7378118,112.2384017
861,Guangdong,China,20/1/27 09:00,151,0,3,0,23.3790333,113.7632828
862,Zhejiang,China,20/1/27 09:00,128,0,1,0,29.1416432,119.7889248
863,Henan,China,20/1/27 09:00,128,0,0,0,34.2904302,113.3823545
864,Chongqing,China,20/1/27 09:00,110,0,0,1,29.4315861,106.912251
865,Hunan,China,20/1/27 09:00,100,0,0,0,27.6252995,111.8568586
866,Shandong,China,20/1/27 09:00,75,0,0,0,35.8939566,117.9249002
867,Beijing,China,20/1/27 09:00,72,0,2,0,39.9041999,116.4073963
868,Anhui,China,20/1/27 09:00,70,0,0,0,30.6006773,117.9249002
869,Sichuan,China,20/1/27 09:00,69,0,0,0,30.2638032,102.8054753
870,Fujian,China,20/1/27 09:00,56,0,0,0,26.4836842,117.9249002
871,Shanghai,China,20/1/27 09:00,53,0,3,1,31.230416,121.473701
872,Jiangxi,China,20/1/27 09:00,48,0,1,0,27.0874564,114.9042208
873,Jiangsu,China,20/1/27 09:00,47,0,1,0,33.1401715,119.7889248
874,Guangxi,China,20/1/27 09:00,46,0,0,0,23.7247599,108.8076195
875,Shaanxi,China,20/1/27 09:00,35,0,0,0,35.3939908,109.1880047
876,Hainan,China,20/1/27 09:00,33,0,0,1,19.5663947,109.949686
877,Liaoning,China,20/1/27 09:00,27,0,0,0,41.9436543,122.5290376
878,Yunnan,China,20/1/27 09:00,26,0,0,0,24.4752847,101.3431058
879,Tianjin,China,20/1/27 09:00,22,0,0,0,39.3433574,117.3616476
880,Heilongjiang,China,20/1/27 09:00,21,0,0,1,47.1216472,128.738231
881,Hebei,China,20/1/27 09:00,18,0,0,1,37.8956594,114.9042208
882,Gansu,China,20/1/27 09:00,14,0,0,0,35.7518326,104.2861116
883,Shanxi,China,20/1/27 09:00,13,0,0,0,37.2425649,111.8568586
884,Inner Mongolia,China,20/1/27 09:00,11,0,0,0,43.37822,115.0594815
885,Hong Kong,Hong Kong,20/1/27 09:00,8,0,0,0,22.3193039,114.1693611
886,Guizhou,China,20/1/27 09:00,7,0,0,0,26.8429645,107.2902839
887,Ningxia,China,20/1/27 09:00,7,0,0,0,37.198731,106.1580937
888,Jilin,China,20/1/27 09:00,6,0,0,0,43.1520105,126.4371385
889,Macau,Macau,20/1/27 09:00,6,0,0,0,22.198745,113.543873
890,Taiwan,Taiwan,20/1/27 09:00,5,0,0,0,23.69781,120.960515
891,Xinjiang,China,20/1/27 09:00,5,0,0,0,42.5246357,87.5395855
892,Qinghai,China,20/1/27 09:00,4,0,0,0,35.744798,96.4077358
893,Washington,United States,20/1/27 09:00,1,0,0,0,47.7510741,-120.7401385
894,Illinois,United States,20/1/27 09:00,1,0,0,0,40.6331249,-89.3985283
895,California,United States,20/1/27 09:00,2,0,0,0,36.778261,-119.4179324
896,Arizona,United States,20/1/27 09:00,1,0,0,0,34.0489281,-111.0937311
897,0,Japan,20/1/27 09:00,4,0,1,0,36.204824,138.252924
898,0,Thailand,20/1/27 09:00,8,0,2,0,15.870032,100.992541
899,0,South Korea,20/1/27 09:00,4,0,0,0,35.907757,127.766922
900,0,Singapore,20/1/27 09:00,4,0,0,0,1.352083,103.819836
901,0,Vietnam,20/1/27 09:00,2,0,0,0,14.058324,108.277199
902,0,France,20/1/27 09:00,3,0,0,0,46.227638,2.213749
903,0,Australia,20/1/27 09:00,5,0,0,0,-25.274398,133.775136
904,0,Nepal,20/1/27 09:00,1,0,0,0,28.394857,84.124008
905,0,Malaysia,20/1/27 09:00,4,0,0,0,4.210484,101.975766
906,Ontario,Canada,20/1/27 09:00,1,0,0,0,51.253775,-85.323214
907,0,Cambodia,20/1/27 09:00,1,0,0,0,12.565679,104.990963
908,Hubei,China,20/1/26 23:00,1423,0,44,76,30.7378118,112.2384017
909,Guangdong,China,20/1/26 23:00,146,0,2,0,23.3790333,113.7632828
910,Zhejiang,China,20/1/26 23:00,128,0,1,0,29.1416432,119.7889248
911,Henan,China,20/1/26 23:00,128,0,0,1,34.2904302,113.3823545
912,Chongqing,China,20/1/26 23:00,110,0,0,0,29.4315861,106.912251
913,Hunan,China,20/1/26 23:00,100,0,0,0,27.6252995,111.8568586
914,Anhui,China,20/1/26 23:00,70,0,0,0,30.6006773,117.9249002
915,Sichuan,China,20/1/26 23:00,69,0,0,0,30.2638032,102.8054753
916,Beijing,China,20/1/26 23:00,68,0,2,0,39.9041999,116.4073963
917,Shandong,China,20/1/26 23:00,63,0,0,0,35.8939566,117.9249002
918,Shanghai,China,20/1/26 23:00,53,0,1,1,31.230416,121.473701
919,Jiangxi,China,20/1/26 23:00,48,0,0,0,27.0874564,114.9042208
920,Jiangsu,China,20/1/26 23:00,47,0,1,0,33.1401715,119.7889248
921,Guangxi,China,20/1/26 23:00,46,0,0,0,23.7247599,108.8076195
922,Fujian,China,20/1/26 23:00,35,0,0,0,26.4836842,117.9249002
923,Liaoning,China,20/1/26 23:00,23,0,0,0,41.9436543,122.5290376
924,Hainan,China,20/1/26 23:00,22,0,0,0,19.5663947,109.949686
925,Shaanxi,China,20/1/26 23:00,22,0,0,0,35.3939908,109.1880047
926,Heilongjiang,China,20/1/26 23:00,21,0,0,1,47.1216472,128.738231
927,Yunnan,China,20/1/26 23:00,19,0,0,0,24.4752847,101.3431058
928,Hebei,China,20/1/26 23:00,18,0,0,1,37.8956594,114.9042208
929,Tianjin,China,20/1/26 23:00,14,0,0,0,39.3433574,117.3616476
930,Gansu,China,20/1/26 23:00,14,0,0,0,35.7518326,104.2861116
931,Shanxi,China,20/1/26 23:00,13,0,0,0,37.2425649,111.8568586
932,Inner Mongolia,China,20/1/26 23:00,11,0,0,0,43.37822,115.0594815
933,Hong Kong,Hong Kong,20/1/26 23:00,8,0,0,0,22.3193039,114.1693611
934,Guizhou,China,20/1/26 23:00,7,0,0,0,26.8429645,107.2902839
935,Jilin,China,20/1/26 23:00,6,0,0,0,43.1520105,126.4371385
936,Macau,Macau,20/1/26 23:00,6,0,0,0,22.198745,113.543873
937,Xinjiang,China,20/1/26 23:00,5,0,0,0,42.5246357,87.5395855
938,Ningxia,China,20/1/26 23:00,4,0,0,0,37.198731,106.1580937
939,Taiwan,Taiwan,20/1/26 23:00,4,0,0,0,23.69781,120.960515
940,Qinghai,China,20/1/26 23:00,4,0,0,0,35.744798,96.4077358
941,Washington,United States,20/1/26 23:00,1,0,0,0,47.7510741,-120.7401385
942,Illinois,United States,20/1/26 23:00,1,0,0,0,40.6331249,-89.3985283
943,California,United States,20/1/26 23:00,2,0,0,0,36.778261,-119.4179324
944,Arizona,United States,20/1/26 23:00,1,0,0,0,34.0489281,-111.0937311
945,0,Japan,20/1/26 23:00,4,0,1,0,36.204824,138.252924
946,0,Thailand,20/1/26 23:00,8,0,2,0,15.870032,100.992541
947,0,South Korea,20/1/26 23:00,3,0,0,0,35.907757,127.766922
948,0,Singapore,20/1/26 23:00,4,0,0,0,1.352083,103.819836
949,0,Vietnam,20/1/26 23:00,2,0,0,0,14.058324,108.277199
950,0,France,20/1/26 23:00,3,0,0,0,46.227638,2.213749
951,0,Australia,20/1/26 23:00,4,0,0,0,-25.274398,133.775136
952,0,Nepal,20/1/26 23:00,1,0,0,0,28.394857,84.124008
953,0,Malaysia,20/1/26 23:00,4,0,0,0,4.210484,101.975766
954,Ontario,Canada,20/1/26 23:00,1,0,0,0,51.253775,-85.323214
955,Hubei,China,20/1/26 11:00,1058,0,42,52,30.7378118,112.2384017
956,Guangdong,China,20/1/26 11:00,111,0,2,0,23.3790333,113.7632828
957,Zhejiang,China,20/1/26 11:00,104,0,1,0,29.1416432,119.7889248
958,Henan,China,20/1/26 11:00,83,3,0,1,34.2904302,113.3823545
959,Chongqing,China,20/1/26 11:00,75,0,0,0,29.4315861,106.912251
960,Hunan,China,20/1/26 11:00,69,0,0,0,27.6252995,111.8568586
961,Beijing,China,20/1/26 11:00,68,0,2,0,39.9041999,116.4073963
962,Anhui,China,20/1/26 11:00,60,4,0,0,30.6006773,117.9249002
963,Shandong,China,20/1/26 11:00,46,0,0,0,35.8939566,117.9249002
964,Sichuan,China,20/1/26 11:00,44,4,0,0,30.2638032,102.8054753
965,Shanghai,China,20/1/26 11:00,40,72,1,1,31.230416,121.473701
966,Guangxi,China,20/1/26 11:00,36,0,0,0,23.7247599,108.8076195
967,Jiangxi,China,20/1/26 11:00,36,0,0,0,27.0874564,114.9042208
968,Fujian,China,20/1/26 11:00,35,20,0,0,26.4836842,117.9249002
969,Jiangsu,China,20/1/26 11:00,33,0,1,0,33.1401715,119.7889248
970,Hainan,China,20/1/26 11:00,22,0,0,0,19.5663947,109.949686
971,Shaanxi,China,20/1/26 11:00,22,0,0,0,35.3939908,109.1880047
972,Liaoning,China,20/1/26 11:00,21,0,0,0,41.9436543,122.5290376
973,Yunnan,China,20/1/26 11:00,16,36,0,0,24.4752847,101.3431058
974,Heilongjiang,China,20/1/26 11:00,15,0,0,1,47.1216472,128.738231
975,Tianjin,China,20/1/26 11:00,14,0,0,0,39.3433574,117.3616476
976,Hebei,China,20/1/26 11:00,13,0,0,1,37.8956594,114.9042208
977,Shanxi,China,20/1/26 11:00,9,0,0,0,37.2425649,111.8568586
978,Hong Kong,Hong Kong,20/1/26 11:00,8,244,0,0,22.3193039,114.1693611
979,Inner Mongolia,China,20/1/26 11:00,7,0,0,0,43.37822,115.0594815
980,Gansu,China,20/1/26 11:00,7,0,0,0,35.7518326,104.2861116
981,Guizhou,China,20/1/26 11:00,5,0,0,0,26.8429645,107.2902839
982,Macau,Macau,20/1/26 11:00,5,0,0,0,22.198745,113.543873
983,Ningxia,China,20/1/26 11:00,4,0,0,0,37.198731,106.1580937
984,Jilin,China,20/1/26 11:00,4,0,0,0,43.1520105,126.4371385
985,Taiwan,Taiwan,20/1/26 11:00,4,0,0,0,23.69781,120.960515
986,Xinjiang,China,20/1/26 11:00,4,0,0,0,42.5246357,87.5395855
987,Qinghai,China,20/1/26 11:00,1,0,0,0,35.744798,96.4077358
988,Washington,United States,20/1/26 11:00,1,0,0,0,47.7510741,-120.7401385
989,Illinois,United States,20/1/26 11:00,1,0,0,0,40.6331249,-89.3985283
990,California,United States,20/1/26 11:00,1,0,0,0,36.778261,-119.4179324
991,0,Japan,20/1/26 11:00,4,0,1,0,36.204824,138.252924
992,0,Thailand,20/1/26 11:00,8,0,2,0,15.870032,100.992541
993,0,South Korea,20/1/26 11:00,3,0,0,0,35.907757,127.766922
994,0,Singapore,20/1/26 11:00,4,0,0,0,1.352083,103.819836
995,0,Vietnam,20/1/26 11:00,2,0,0,0,14.058324,108.277199
996,0,France,20/1/26 11:00,3,0,0,0,46.227638,2.213749
997,0,Australia,20/1/26 11:00,4,0,0,0,-25.274398,133.775136
998,0,Nepal,20/1/26 11:00,1,0,0,0,28.394857,84.124008
999,0,Malaysia,20/1/26 11:00,4,0,0,0,4.210484,101.975766
1000,Ontario,Canada,20/1/26 11:00,1,0,0,0,51.253775,-85.323214
1001,Hubei,China,20/1/25 22:00,1052,0,42,52,30.7378118,112.2384017
1002,Zhejiang,China,20/1/25 22:00,104,0,1,0,29.1416432,119.7889248
1003,Guangdong,China,20/1/25 12:00,98,0,2,0,23.3790333,113.7632828
1004,Henan,China,20/1/25 12:00,83,3,0,1,34.2904302,113.3823545
1005,Chongqing,China,20/1/25 12:00,75,0,0,0,29.4315861,106.912251
1006,Hunan,China,20/1/25 12:00,69,0,0,0,27.6252995,111.8568586
1007,Anhui,China,20/1/25 12:00,60,4,0,0,30.6006773,117.9249002
1008,Beijing,China,20/1/25 12:00,51,0,2,0,39.9041999,116.4073963
1009,Sichuan,China,20/1/25 12:00,44,4,0,0,30.2638032,102.8054753
1010,Shanghai,China,20/1/25 12:00,40,72,1,1,31.230416,121.473701
1011,Shandong,China,20/1/25 12:00,39,0,0,0,35.8939566,117.9249002
1012,Jiangxi,China,20/1/25 12:00,36,0,0,0,27.0874564,114.9042208
1013,Guangxi,China,20/1/25 12:00,33,0,0,0,23.7247599,108.8076195
1014,Jiangsu,China,20/1/25 12:00,31,0,1,0,33.1401715,119.7889248
1015,Hainan,China,20/1/25 12:00,19,0,0,0,19.5663947,109.949686
1016,Liaoning,China,20/1/25 12:00,19,0,0,0,41.9436543,122.5290376
1017,Fujian,China,20/1/25 12:00,18,20,0,1,26.4836842,117.9249002
1018,Heilongjiang,China,20/1/25 12:00,15,0,0,0,47.1216472,128.738231
1019,Shaanxi,China,20/1/25 12:00,15,0,0,0,35.3939908,109.1880047
1020,Tianjin,China,20/1/25 12:00,13,0,0,0,39.3433574,117.3616476
1021,Hebei,China,20/1/25 12:00,13,0,0,1,37.8956594,114.9042208
1022,Yunnan,China,20/1/25 12:00,11,58,0,0,24.4752847,101.3431058
1023,Shanxi,China,20/1/25 12:00,9,0,0,0,37.2425649,111.8568586
1024,Inner Mongolia,China,20/1/25 12:00,7,0,0,0,43.37822,115.0594815
1025,Gansu,China,20/1/25 12:00,7,0,0,0,35.7518326,104.2861116
1026,Guizhou,China,20/1/25 12:00,5,0,0,0,26.8429645,107.2902839
1027,Hong Kong,Hong Kong,20/1/25 12:00,5,244,0,0,22.3193039,114.1693611
1028,Ningxia,China,20/1/25 12:00,4,1,0,0,37.198731,106.1580937
1029,Jilin,China,20/1/25 12:00,4,0,0,0,43.1520105,126.4371385
1030,Xinjiang,China,20/1/25 12:00,4,0,0,0,42.5246357,87.5395855
1031,Taiwan,Taiwan,20/1/25 12:00,3,0,0,0,23.69781,120.960515
1032,Macau,Macau,20/1/25 12:00,2,0,0,0,22.198745,113.543873
1033,Qinghai,China,20/1/25 12:00,1,0,0,0,35.744798,96.4077358
1034,Washington,United States,20/1/25 12:00,1,0,0,0,47.7510741,-120.7401385
1035,Illinois,United States,20/1/25 12:00,1,0,0,0,40.6331249,-89.3985283
1036,0,Japan,20/1/25 12:00,2,0,0,0,36.204824,138.252924
1037,0,Thailand,20/1/25 12:00,7,0,0,0,15.870032,100.992541
1038,0,South Korea,20/1/25 12:00,3,0,0,0,35.907757,127.766922
1039,0,Singapore,20/1/25 12:00,3,0,0,0,1.352083,103.819836
1040,0,Vietnam,20/1/25 12:00,2,0,0,0,14.058324,108.277199
1041,0,France,20/1/25 12:00,3,0,0,0,46.227638,2.213749
1042,0,Australia,20/1/25 12:00,4,0,0,0,-25.274398,133.775136
1043,0,Nepal,20/1/25 12:00,1,0,0,0,28.394857,84.124008
1044,0,Malaysia,20/1/25 12:00,3,0,0,0,4.210484,101.975766
1045,Hubei,China,20/1/25 12:00,761,0,32,40,30.7378118,112.2384017
1046,Guangdong,China,20/1/25 12:00,78,0,2,0,23.3790333,113.7632828
1047,Zhejiang,China,20/1/25 12:00,62,0,1,0,29.1416432,119.7889248
1048,Chongqing,China,20/1/25 12:00,57,0,0,0,29.4315861,106.912251
1049,Hunan,China,20/1/25 12:00,43,0,0,0,27.6252995,111.8568586
1050,Beijing,China,20/1/25 12:00,41,0,2,0,39.9041999,116.4073963
1051,Anhui,China,20/1/25 12:00,39,4,0,0,30.6006773,117.9249002
1052,Shanghai,China,20/1/25 12:00,33,72,1,0,31.230416,121.473701
1053,Henan,China,20/1/25 12:00,32,1,0,0,34.2904302,113.3823545
